FID,straatnaam,huisnummer,huisletter,toevoeging,woonplaats,postcode,geom
inspireadressen.10741,Hooftlaan,30,,WS4,Bussum,1401EE,POINT (139850.43052482128 477362.09739476995)
inspireadressen.10742,Leidsevaart,11,,,Vogelenzang,2114AK,POINT (99985.23554685901 481371.3377826667)
inspireadressen.10743,Ringvaart,7,,,Beverwijk,1948PG,POINT (106375.22327707008 498629.2863747229)
inspireadressen.10744,Ringvaart,9,,,Beverwijk,1948PG,POINT (106367.36946164636 498609.61532257043)
inspireadressen.10745,Ringvaart,11,,,Beverwijk,1948PG,POINT (106360.29405571493 498592.6975697944)
inspireadressen.10746,Ringvaart,13,,,Beverwijk,1948PG,POINT (106354.75435824179 498577.3555139723)
inspireadressen.10747,Ringvaart,15,,,Beverwijk,1948PG,POINT (106347.90001809408 498562.09880398)
inspireadressen.10748,Ringvaart,17,,,Beverwijk,1948PG,POINT (106342.6451417466 498550.1552990678)
inspireadressen.10749,Ringvaart,19,,,Beverwijk,1948PG,POINT (106338.21236679968 498540.11319525243)
inspireadressen.10750,Ringvaart,21,,,Beverwijk,1948PG,POINT (106332.20999962489 498527.1188479447)
inspireadressen.10751,Ringvaart,23,,,Beverwijk,1948PG,POINT (106326.0749429149 498510.6701710926)
inspireadressen.10752,Ringvaart,25,,,Beverwijk,1948PG,POINT (106319.7572588323 498496.70922762423)
inspireadressen.10753,Ringvaart,27,,,Beverwijk,1948PG,POINT (106314.6579993607 498484.35838605586)
inspireadressen.10754,Ringvaart,29,,,Beverwijk,1948PG,POINT (106309.03340082614 498470.7462273482)
inspireadressen.10755,Ringvaart,31,,,Beverwijk,1948PG,POINT (106302.76469532048 498455.99685682805)
inspireadressen.10756,Ringvaart,33,,,Beverwijk,1948PG,POINT (106296.13186280051 498438.32896962273)
inspireadressen.10757,Ringvaart,35,,,Beverwijk,1948PG,POINT (106289.40213957793 498422.0755500851)
inspireadressen.10758,Ringvaart,37,,,Beverwijk,1948PG,POINT (106283.49395990722 498407.4177246842)
inspireadressen.10759,Ringvaart,39,,,Beverwijk,1948PG,POINT (106277.43264971311 498392.4156756588)
inspireadressen.10760,Ringvaart,41,,,Beverwijk,1948PG,POINT (106269.12792449331 498375.7160693971)
inspireadressen.10761,Oosterhavenstraat,82,,lpl,Enkhuizen,1601KX,POINT (148812.67200000002 523921.53650000005)
inspireadressen.10762,Meerweg,79,,,Bennebroek,2121VC,POINT (102103.37089759225 481410.5410270166)
inspireadressen.10763,Leidsevaart,1,,,Vogelenzang,2114AK,POINT (100075.40534170951 481415.1963313949)
inspireadressen.10764,Leidsevaart,3,,,Vogelenzang,2114AK,POINT (100048.25119279948 481401.526459368)
inspireadressen.10765,Leidsevaart,5,,,Vogelenzang,2114AK,POINT (100035.74305741506 481395.5583422469)
inspireadressen.10766,Leidsevaart,7,,,Vogelenzang,2114AK,POINT (100021.26534778695 481387.9739840911)
inspireadressen.10767,Leidsevaart,9,,,Vogelenzang,2114AK,POINT (100001.61539236431 481378.2428336203)
inspireadressen.10768,Hooftlaan,30,,WS3,Bussum,1401EE,POINT (139854.255143239 477338.45996486675)
inspireadressen.10769,Hooftlaan,30,,WS2,Bussum,1401EE,POINT (139858.4111053809 477316.87791828794)
inspireadressen.10770,Hooftlaan,30,,WS1,Bussum,1401EE,POINT (139871.8174565277 477293.8903648356)
inspireadressen.10771,Woude,34,,,de Woude,1489NC,POINT (113627.75921726879 506659.02193715225)
inspireadressen.10772,Geesterweg,14,a,,Akersloot,1921BX,POINT (111234.3836307536 509035.0157353325)
inspireadressen.10773,Kerklaan,6,a,,Akersloot,1921BL,POINT (110982.61887332192 508475.6565573708)
inspireadressen.10774,Kerklaan,20,b,,Akersloot,1921BL,POINT (111050.7824965682 508553.9096646306)
inspireadressen.10775,Kerklaan,20,c,,Akersloot,1921BL,POINT (111063.24034300947 508547.5127673402)
inspireadressen.10776,Kerklaan,20,d,,Akersloot,1921BL,POINT (111075.90000000001 508541.502)
inspireadressen.10777,Kerklaan,20,e,,Akersloot,1921BL,POINT (111091.32237528263 508532.6561271807)
inspireadressen.10778,Kerklaan,20,f,,Akersloot,1921BL,POINT (111111.25729373677 508523.50322997366)
inspireadressen.10779,'t Stet,4,a,,Akersloot,1921BT,POINT (111089.1348706202 508703.7774574097)
inspireadressen.10780,'t Stet,6,,,Akersloot,1921BT,POINT (111132.09402910052 508715.09259601566)
inspireadressen.10781,Sniep,3,B,,Diemen,1112AG,POINT (126360.22249999999 483311.55149999994)
inspireadressen.10782,Oosterhavenstraat,88,,lpl,Enkhuizen,1601KX,POINT (148820.86971067896 524010.78628025315)
inspireadressen.10783,Oosterhavenstraat,92,,lpl,Enkhuizen,1601KX,POINT (148824.25850000003 524039.657)
inspireadressen.10784,Stammerdijk,35,F,,Diemen,1112AB,POINT (128211.85022602182 481556.29580377205)
inspireadressen.10785,Wierdijk,38,,lpl,Enkhuizen,1601LA,POINT (148829.38274709604 523773.86475100287)
inspireadressen.10786,Stammerdijk,35,D,,Diemen,1112AB,POINT (128212.53294918653 481585.53063350543)
inspireadressen.10787,Overdiemerweg,32,A,,Diemen,1111PP,POINT (129285.33702874919 483771.19590447185)
inspireadressen.10788,Overdiemerweg,32,B,,Diemen,1111PP,POINT (129306.37881744797 483793.8475354797)
inspireadressen.10789,Muiderstraatweg,20,,,Diemen,1111PS,POINT (126167.51127216725 483376.2011329552)
inspireadressen.10790,Oorgat,29,,ws,Edam,1135CP,POINT (132726.13799207305 502947.4651666349)
inspireadressen.10791,Oorgat,31,,ws,Edam,1135CP,POINT (132708.89559088091 502944.4889500874)
inspireadressen.10792,Oorgat,33,,ws,Edam,1135CP,POINT (132690.4372137717 502941.4865225734)
inspireadressen.10793,Oosterkade,4,,ws,Edam,1135VN,POINT (132691.26638056725 502911.16068272165)
inspireadressen.10794,Oosterkade,3,,ws,Edam,1135VN,POINT (132688.86293768234 502893.76352815505)
inspireadressen.10795,Purmerringvaart,1,,ws,Purmer,1481AT,POINT (131451.39740019297 502734.8081496504)
inspireadressen.10796,Purmerringvaart,2,,ws,Purmer,1481AT,POINT (131444.70594688912 502754.9257429069)
inspireadressen.10797,Purmerringvaart,3,,ws,Purmer,1481AT,POINT (131432.3000634187 502784.4333461795)
inspireadressen.10798,Purmerringvaart,4,,ws,Purmer,1481AT,POINT (131399.9855006704 502825.3289795117)
inspireadressen.10799,Purmerringvaart,5,,ws,Purmer,1481AT,POINT (131327.89172419778 502913.1930754582)
inspireadressen.10800,Purmerringvaart,6,,ws,Purmer,1481AT,POINT (131270.88119580052 502982.3519446973)
inspireadressen.10801,Paktuinen,16,,,Enkhuizen,1601GE,POINT (148335.71999999997 523839.2594999999)
inspireadressen.10802,Paktuinen,20,,,Enkhuizen,1601GE,POINT (148304.68699988548 523845.9978293937)
inspireadressen.10803,Paktuinen,24,,,Enkhuizen,1601GE,POINT (148275.211 523852.43450000003)
inspireadressen.10804,Paktuinen,28,,,Enkhuizen,1601GE,POINT (148247.1981959755 523858.21448254416)
inspireadressen.10805,Oosterhavenstraat,54,,lpl,Enkhuizen,1601KX,POINT (148769.84707517884 523717.6962771606)
inspireadressen.10806,Oosterhavenstraat,58,,lpl,Enkhuizen,1601KX,POINT (148782.63652251856 523740.3011939393)
inspireadressen.10807,Oosterhavenstraat,62,,lpl,Enkhuizen,1601KX,POINT (148792.30099999998 523767.3084999999)
inspireadressen.10808,Oosterhavenstraat,66,,lpl,Enkhuizen,1601KX,POINT (148804.252 523826.98350000003)
inspireadressen.10809,Oosterhavenstraat,74,,lpl,Enkhuizen,1601KX,POINT (148806.94650000002 523867.161)
inspireadressen.10810,Dirck Chinaplein,6,,,Enkhuizen,1601GW,POINT (148489.732 523460.9205)
inspireadressen.10811,Wierdijk,40,,lpl,Enkhuizen,1601LA,POINT (148823.94245439486 523755.803756089)
inspireadressen.10812,Wierdijk,44,,lpl,Enkhuizen,1601LA,POINT (148807.53068119037 523729.6221982159)
inspireadressen.10813,Wierdijk,48,,lpl,Enkhuizen,1601LA,POINT (148789.94412961166 523706.44694903307)
inspireadressen.10814,Tritondam,5,,,Enkhuizen,1601GT,POINT (148448.65631922803 523500.7356853754)
inspireadressen.10815,Oosterhavenstraat,70,,lpl,Enkhuizen,1601KX,POINT (148806.06199999998 523844.24150000006)
inspireadressen.10816,Oosterhavenstraat,78,,lpl,Enkhuizen,1601KX,POINT (148810.620216095 523893.3241067449)
inspireadressen.10817,Kade,71,,LPL,Enkhuizen,1601LB,POINT (148832.90249999997 523805.49150000006)
inspireadressen.10818,Zijlweg,10,,lpl,Enkhuizen,1601MB,POINT (147743.39064982606 522627.0664092364)
inspireadressen.10819,Bierkade,3,,Lpl,Enkhuizen,1601KR,POINT (148776.01958435483 524300.7522393931)
inspireadressen.10820,Lieoever,32,,,Haarlem,2033AD,POINT (106894.747 488403.6585000001)
inspireadressen.10821,Lieoever,34,,,Haarlem,2033AD,POINT (106880.10849999999 488369.48149999994)
inspireadressen.10822,Lieoever,37,,,Haarlem,2033AD,POINT (106802.15150000002 488285.1145000002)
inspireadressen.10823,Lieoever,38,,,Haarlem,2033AD,POINT (106789.3702753002 488277.86851127044)
inspireadressen.10824,Lieoever,39,,,Haarlem,2033AD,POINT (106781.70214662584 488262.796868356)
inspireadressen.10825,Lieoever,41,,,Haarlem,2033AD,POINT (106761.25866997417 488237.018623352)
inspireadressen.10826,Lieoever,42,,,Haarlem,2033AD,POINT (106749.92574541036 488221.41988229635)
inspireadressen.10827,Lieoever,43,,,Haarlem,2033AD,POINT (106736.23101080784 488203.899875706)
inspireadressen.10828,Lieoever,43,A,,Haarlem,2033AD,POINT (106728.38360652578 488185.69284309255)
inspireadressen.10829,Lieoever,45,,,Haarlem,2033AD,POINT (106719.40665505645 488168.8518140466)
inspireadressen.10830,Spaarndamseweg,5,,,Haarlem,2022EG,POINT (104979.2585 490452.616)
inspireadressen.10831,Lieoever,46,,,Haarlem,2033AD,POINT (106700.2806683254 488149.9553845335)
inspireadressen.10832,Lieoever,47,,,Haarlem,2033AD,POINT (106689.49749999998 488128.08449999994)
inspireadressen.10833,Lieoever,48,,,Haarlem,2033AD,POINT (106676.90225852134 488116.3134347374)
inspireadressen.10834,Lieoever,49,,,Haarlem,2033AD,POINT (106661.08000486135 488109.2744723375)
inspireadressen.10835,Lieoever,50,,,Haarlem,2033AD,POINT (106683.00835198202 488097.41487160337)
inspireadressen.10836,Lieoever,51,,,Haarlem,2033AD,POINT (106668.19699999999 488088.12649999995)
inspireadressen.10837,Lieoever,53,,,Haarlem,2033AD,POINT (106674.27155455646 488076.2246774601)
inspireadressen.10838,Lieoever,54,,,Haarlem,2033AD,POINT (106683.0005 488065.4224999999)
inspireadressen.10839,Lieoever,55,,,Haarlem,2033AD,POINT (106690.14981483253 488058.49586263)
inspireadressen.10840,Spaarndamseweg,109,,,Haarlem,2025AM,POINT (105359.92500000002 491084.6670000001)
inspireadressen.10841,Lieoever,52,,,Haarlem,2033AD,POINT (106656.6515722586 488077.2192320721)
inspireadressen.10842,Lieoever,62,,,Haarlem,2033AD,POINT (106645.63121445006 488065.0250350494)
inspireadressen.10843,Lieoever,56,,,Haarlem,2033AD,POINT (106686.52165562045 488046.3923397016)
inspireadressen.10844,Lieoever,57,,,Haarlem,2033AD,POINT (106695.6155 488036.8355)
inspireadressen.10845,Lieoever,58,,,Haarlem,2033AD,POINT (106691.45949999998 488026.6725)
inspireadressen.10846,Lieoever,59,,,Haarlem,2033AD,POINT (106690.44649999999 488016.8285)
inspireadressen.10847,Lieoever,60,,,Haarlem,2033AD,POINT (106690.51872941677 488005.5389192897)
inspireadressen.10848,Lieoever,61,,,Haarlem,2033AD,POINT (106672.34299999998 488011.29099999985)
inspireadressen.10849,Lieoever,67,,,Haarlem,2033AD,POINT (106660.00137677074 488018.2837867774)
inspireadressen.10850,Lieoever,66,,,Haarlem,2033AD,POINT (106647.73449999998 488024.4865)
inspireadressen.10851,Lieoever,64,,,Haarlem,2033AD,POINT (106618.79350031602 488031.0072084439)
inspireadressen.10852,Lieoever,65,,,Haarlem,2033AD,POINT (106635.39449999998 488028.329)
inspireadressen.10853,Lieoever,63,,,Haarlem,2033AD,POINT (106632.2528962722 488053.3833645475)
inspireadressen.10854,Lieoever,68,,,Haarlem,2033AD,POINT (106658.31143540435 487968.76463440654)
inspireadressen.10855,Lieoever,69,,,Haarlem,2033AD,POINT (106615.65157647993 487938.23136797536)
inspireadressen.10856,Lieoever,70,,,Haarlem,2033AD,POINT (106599.81581012964 487920.6872314394)
inspireadressen.10857,Lieoever,71,,,Haarlem,2033AD,POINT (106588.8855 487905.5685)
inspireadressen.10858,Lieoever,72,,,Haarlem,2033AD,POINT (106571.63651511329 487892.71815896715)
inspireadressen.10859,Lieoever,73,,,Haarlem,2033AD,POINT (106553.93859557588 487872.9201581218)
inspireadressen.10860,Lieoever,74,,,Haarlem,2033AD,POINT (106540.47440889404 487860.7379451673)
inspireadressen.10861,Waarderhaven,5,,,Haarlem,2031BM,POINT (105034.35012545936 489971.60207513644)
inspireadressen.10862,Lieoever,76,,,Haarlem,2033AD,POINT (106509.35863800593 487838.8070362747)
inspireadressen.10863,Waarderhaven,6,,,Haarlem,2031BM,POINT (105044.06030357121 489970.83457292663)
inspireadressen.10864,Waarderhaven,10,,,Haarlem,2031BM,POINT (105075.84202113043 489974.8039003121)
inspireadressen.10865,Schalkwijkerstraat,42,,,Haarlem,2033JJ,POINT (104311.61495056463 487525.1321386571)
inspireadressen.10866,Lieoever,78,,,Haarlem,2033AD,POINT (106469.42686430491 487779.22299128404)
inspireadressen.10867,Lieoever,79,,,Haarlem,2033AD,POINT (106459.58392656712 487766.0204966548)
inspireadressen.10868,Lieoever,75,,,Haarlem,2033AD,POINT (106525.43677538451 487846.544214586)
inspireadressen.10869,Lieoever,40,,,Haarlem,2033AD,POINT (106768.9164683226 488249.1046686882)
inspireadressen.10870,Lieoever,36,,,Haarlem,2033AD,POINT (106846.5913083523 488335.1565782018)
inspireadressen.10871,Lieoever,33,,,Haarlem,2033AD,POINT (106893.154023494 488384.0124214532)
inspireadressen.10872,Zuider Buiten Spaarne,31,,,Haarlem,2012AG,POINT (104207.19598148494 487860.1007043443)
inspireadressen.10873,Zuider Buiten Spaarne,33,,,Haarlem,2012AG,POINT (104228.90549712529 487841.9341309409)
inspireadressen.10874,Zuider Buiten Spaarne,65,,,Haarlem,2012AG,POINT (104297.536 487723.10650000005)
inspireadressen.10875,Zuider Buiten Spaarne,69,,,Haarlem,2012AG,POINT (104299.90929485975 487685.0135631668)
inspireadressen.10876,Zuider Buiten Spaarne,81,,,Haarlem,2012AG,POINT (104290.84995896266 487634.34404765716)
inspireadressen.10877,Zuider Buiten Spaarne,83,,,Haarlem,2012AG,POINT (104285.42099263647 487611.261817914)
inspireadressen.10878,Zuider Buiten Spaarne,85,,,Haarlem,2012AG,POINT (104280.31633594692 487589.4309641629)
inspireadressen.10879,Zuider Buiten Spaarne,145,,,Haarlem,2012AG,POINT (104189.5759725242 487444.74726627814)
inspireadressen.10880,Zuider Buiten Spaarne,161,,,Haarlem,2012AG,POINT (104142.94126180491 487385.07885538583)
inspireadressen.10881,Spaarndamseweg,121,,,Haarlem,2025AM,POINT (105446.88422078839 491036.1122916713)
inspireadressen.10882,Rietpol,1,B,,Spaarndam gem. Haarlem,2063KA,POINT (106718.79149999999 491813.605)
inspireadressen.10883,Zuider Buiten Spaarne,163,,,Haarlem,2012AG,POINT (104131.5353856282 487370.9133072534)
inspireadressen.10884,Schalkwijkerstraat,60,,,Haarlem,2033JJ,POINT (104197.17378958051 487356.5141834524)
inspireadressen.10885,Schalkwijkerstraat,58,,,Haarlem,2033JJ,POINT (104214.12361372716 487375.3666403059)
inspireadressen.10886,Schalkwijkerstraat,54,,,Haarlem,2033JJ,POINT (104247.3161183695 487413.11141989916)
inspireadressen.10887,Schalkwijkerstraat,52,,,Haarlem,2033JJ,POINT (104261.00492943666 487429.7580877769)
inspireadressen.10888,Spaarndamseweg,3,,,Haarlem,2022EG,POINT (104972.49100000001 490428.55149999994)
inspireadressen.10889,Schalkwijkerstraat,46,,,Haarlem,2033JJ,POINT (104294.55181201709 487484.5500884455)
inspireadressen.10890,Schalkwijkerstraat,40,,,Haarlem,2033JJ,POINT (104319.17030281991 487546.71018344007)
inspireadressen.10891,Schalkwijkerstraat,56,,,Haarlem,2033JJ,POINT (104231.16201627902 487394.806497288)
inspireadressen.10892,Schalkwijkerstraat,48,,,Haarlem,2033JJ,POINT (104281.4443439343 487463.56879370095)
inspireadressen.10893,Schalkwijkerstraat,36,,,Haarlem,2033JH,POINT (104326.9684704089 487578.8416807331)
inspireadressen.10894,Schalkwijkerstraat,34,,,Haarlem,2033JH,POINT (104330.65592378781 487599.755008413)
inspireadressen.10895,Schalkwijkerstraat,32,,,Haarlem,2033JH,POINT (104334.04983839512 487618.32759192056)
inspireadressen.10896,Schalkwijkerstraat,30,,,Haarlem,2033JH,POINT (104336.43148261441 487639.60559146054)
inspireadressen.10897,Schalkwijkerstraat,28,,,Haarlem,2033JH,POINT (104336.76110534483 487659.8112056745)
inspireadressen.10898,Schalkwijkerstraat,26,,,Haarlem,2033JH,POINT (104337.72890321988 487677.80078321195)
inspireadressen.10899,Schalkwijkerstraat,24,,,Haarlem,2033JH,POINT (104334.62562619 487696.1293629133)
inspireadressen.10900,Schalkwijkerstraat,22,,,Haarlem,2033JH,POINT (104332.38133093357 487716.1865302202)
inspireadressen.10901,Schalkwijkerstraat,16,,,Haarlem,2033JH,POINT (104323.50673214917 487749.1791329028)
inspireadressen.10902,Schalkwijkerstraat,14,,,Haarlem,2033JH,POINT (104318.28228985067 487766.39708205167)
inspireadressen.10903,Schalkwijkerstraat,12,,,Haarlem,2033JH,POINT (104310.98992678002 487784.4702129879)
inspireadressen.10904,Schalkwijkerstraat,10,,,Haarlem,2033JH,POINT (104302.32106937299 487802.660094229)
inspireadressen.10905,Waarderhaven,1,,,Haarlem,2031BM,POINT (104988.111 489973.02449999994)
inspireadressen.10906,Spaarndamseweg,111,,,Haarlem,2025AM,POINT (105380.06417785773 491075.1082071962)
inspireadressen.10907,Spaarndamseweg,103,,,Haarlem,2025AM,POINT (105303.74878324861 491108.7831399064)
inspireadressen.10908,Spaarndamseweg,7,,,Haarlem,2022EG,POINT (104988.87498231186 490480.4589266469)
inspireadressen.10909,Spaarndamseweg,101,,,Haarlem,2025AM,POINT (105286.81769378237 491117.0743823023)
inspireadressen.10910,Spaarndamseweg,105,,,Haarlem,2025AM,POINT (105319.59529880283 491103.01119633677)
inspireadressen.10911,Spaarndamseweg,107,,,Haarlem,2025AM,POINT (105338.65287774433 491093.7654667985)
inspireadressen.10912,Spaarndamseweg,113,,,Haarlem,2025AM,POINT (105394.44730323319 491065.9048378376)
inspireadressen.10913,Spaarndamseweg,115,,,Haarlem,2025AM,POINT (105408.39318171832 491056.4766301687)
inspireadressen.10914,Spaarndamseweg,117,,,Haarlem,2025AM,POINT (105420.85587257132 491047.4086830116)
inspireadressen.10915,Spaarndamseweg,119,,,Haarlem,2025AM,POINT (105432.40500000001 491042.25850000005)
inspireadressen.10916,Spaarndamseweg,123,,,Haarlem,2025AM,POINT (105466.46700000002 491030.28150000004)
inspireadressen.10917,Spaarndamseweg,125,,,Haarlem,2025AM,POINT (105485.38827798716 491028.0056775704)
inspireadressen.10918,Spaarndamseweg,127,,,Haarlem,2025AM,POINT (105502.6199728057 491025.9197074961)
inspireadressen.10919,Spaarndamseweg,129,,,Haarlem,2025AM,POINT (105519.41125920849 491027.72569013125)
inspireadressen.10920,Spaarndamseweg,131,,,Haarlem,2025AM,POINT (105538.13931137286 491029.69420479034)
inspireadressen.10921,Spaarndamseweg,133,,,Haarlem,2025AM,POINT (105558.02299999999 491033.4484999999)
inspireadressen.10922,Taanplaats,1,,,Spaarndam gem. Haarlem,2063JP,POINT (106743.46783138956 491956.6176755267)
inspireadressen.10923,Pol,19,,,Spaarndam gem. Haarlem,2063JM,POINT (106680.71348934832 491891.15268309205)
inspireadressen.10924,Waarderhaven,2,,,Haarlem,2031BM,POINT (105005.41400000002 489975.0725)
inspireadressen.10925,Waarderhaven,3,,,Haarlem,2031BM,POINT (105019.09450000002 489971.23850000004)
inspireadressen.10926,Waarderhaven,4,,,Haarlem,2031BM,POINT (105028.58621098871 489970.2953112871)
inspireadressen.10927,Waarderhaven,8,,,Haarlem,2031BM,POINT (105059.9065 489974.80199999997)
inspireadressen.10928,Waarderhaven,9,,,Haarlem,2031BM,POINT (105065.81499999999 489975.13)
inspireadressen.10929,Waarderhaven,24,,,Haarlem,2031BM,POINT (105186.89869757644 489986.9408069109)
inspireadressen.10930,Waarderhaven,11,,,Haarlem,2031BM,POINT (105081.7996125257 489977.36201831256)
inspireadressen.10931,Waarderhaven,12,,,Haarlem,2031BM,POINT (105091.86701152478 489976.4815398885)
inspireadressen.10932,Waarderhaven,13,,,Haarlem,2031BM,POINT (105097.42650000002 489977.7595)
inspireadressen.10933,Waarderhaven,14,,,Haarlem,2031BM,POINT (105107.51449999999 489977.9595)
inspireadressen.10934,Waarderhaven,15,,,Haarlem,2031BM,POINT (105113.08992174483 489977.6641862002)
inspireadressen.10935,Waarderhaven,16,,,Haarlem,2031BM,POINT (105123.41463378636 489981.03089284466)
